Order_ID,Date,Region,State,Category,Product,Quantity,Sales,Profit
ORD-2024-00593,2024-06-24,North America,Texas,Technology,Laptop,7,5471.94,857.7
ORD-2024-00384,2024-06-25,Europe,Bavaria,Furniture,Conference Table,5,3782.45,791.05
ORD-2025-00832,2024-06-25,Middle East & Africa,Nairobi,Furniture,Cabinet,2,312.94,68.01
ORD-2025-01107,2024-06-27,North America,New York,Technology,Smartphone,11,6814.38,1800.6
ORD-2024-00315,2024-06-27,Europe,Catalonia,Technology,Laptop,4,6571.84,1808.35
ORD-2025-01124,2024-06-27,Europe,Catalonia,Office Supplies,Notebook,6,547.73,101.14
ORD-2025-01013,2024-06-28,Asia Pacific,Seoul,Technology,Wireless Router,7,11017.4,2423.37
ORD-2024-00119,2024-06-28,North America,New York,Furniture,Cabinet,6,2613.48,500.62
ORD-2025-00831,2024-06-28,Asia Pacific,Singapore,Appliances,Coffee Maker,8,3790.7,678.32
ORD-2025-00857,2024-06-28,Middle East & Africa,Cairo,Technology,Wireless Router,11,6072.41,1311.35
ORD-2025-00989,2024-06-29,Middle East & Africa,Cairo,Office Supplies,Stapler,2,15.0,4.99
ORD-2025-00925,2024-06-30,North America,Florida,Furniture,Office Chair,8,3027.84,427.53
ORD-2024-00508,2024-06-30,North America,California,Furniture,Cabinet,7,5419.96,1084.01
ORD-2025-00617,2024-07-01,North America,Texas,Technology,Tablet,5,5125.81,727.98
ORD-2024-00568,2024-07-01,North America,California,Technology,Laptop,11,11301.49,1398.24
ORD-2024-00483,2024-07-02,North America,California,Technology,Monitor,3,3717.55,454.49
ORD-2025-00696,2024-07-04,Asia Pacific,Maharashtra,Furniture,Conference Table,9,2882.45,334.7
ORD-2025-00919,2024-07-05,Latin America,Buenos Aires,Technology,Smartphone,6,2857.12,799.98
ORD-2024-00346,2024-07-06,North America,California,Technology,Smartphone,3,1380.59,320.28
ORD-2025-00933,2024-07-07,Europe,Catalonia,Office Supplies,Desk Organizer,1,75.98,18.22
ORD-2025-01179,2024-07-08,Asia Pacific,Seoul,Office Supplies,Notebook,4,105.69,39.07
ORD-2024-00211,2024-07-09,Asia Pacific,New South Wales,Office Supplies,Pen Set,11,1249.62,466.76
ORD-2024-00380,2024-07-10,Europe,England,Appliances,Coffee Maker,4,1813.71,240.31
ORD-2024-00209,2024-07-11,Europe,Ile-de-France,Furniture,Desk,10,7353.74,1492.8
ORD-2025-00618,2024-07-13,North America,California,Technology,Wireless Router,9,14090.97,2604.07
ORD-2024-00206,2024-07-13,Asia Pacific,Seoul,Office Supplies,Pen Set,10,550.62,187.92
ORD-2024-00292,2024-07-14,Europe,Bavaria,Technology,Monitor,8,10408.68,2806.11
ORD-2024-00509,2024-07-15,Europe,Catalonia,Office Supplies,Printer Paper,3,107.38,30.81
ORD-2025-01123,2024-07-15,Latin America,Buenos Aires,Furniture,Conference Table,7,4853.61,1062.23
ORD-2025-01011,2024-07-15,Latin America,Bogota,Furniture,Conference Table,9,3488.57,630.91
ORD-2025-00744,2024-07-16,Europe,Bavaria,Furniture,Desk,11,6816.33,814.15
ORD-2025-00890,2024-07-16,Middle East & Africa,Dubai,Technology,Smartphone,10,14912.8,2360.82
ORD-2025-00779,2024-07-17,Europe,England,Technology,Tablet,10,11519.43,3061.19
ORD-2024-00216,2024-07-18,Europe,England,Appliances,Vacuum Cleaner,1,143.77,33.3
ORD-2024-00505,2024-07-19,Europe,Catalonia,Technology,Smartphone,3,4711.78,794.03
ORD-2024-00281,2024-07-20,Asia Pacific,Singapore,Furniture,Bookshelf,9,5674.45,1150.76
ORD-2024-00111,2024-07-21,Europe,England,Technology,Laptop,7,7304.12,1591.97
ORD-2024-00039,2024-07-21,Europe,Bavaria,Technology,Smartphone,4,5060.96,1380.55
ORD-2024-00143,2024-07-21,Latin America,Buenos Aires,Technology,Wireless Router,6,8915.91,1952.82
ORD-2025-01192,2024-07-22,Europe,Lombardy,Appliances,Vacuum Cleaner,4,2066.34,399.21
ORD-2025-00950,2024-07-22,Asia Pacific,Tokyo,Furniture,Bookshelf,3,2111.11,261.52
ORD-2024-00413,2024-07-23,North America,Texas,Technology,Monitor,9,12274.11,2060.89
ORD-2024-00399,2024-07-24,Latin America,Santiago,Furniture,Desk,9,3060.26,344.25
ORD-2024-00152,2024-07-24,North America,California,Appliances,Air Purifier,9,4768.41,786.82
ORD-2025-01028,2024-07-24,Europe,England,Office Supplies,Desk Organizer,2,164.13,-41.71
ORD-2024-00314,2024-07-24,Middle East & Africa,Dubai,Appliances,Vacuum Cleaner,2,938.53,212.24
ORD-2024-00573,2024-07-25,North America,Ontario,Furniture,Desk,6,3711.95,353.9
ORD-2025-00814,2024-07-26,Asia Pacific,Seoul,Furniture,Cabinet,3,1813.3,144.31
ORD-2024-00534,2024-07-27,Europe,Bavaria,Furniture,Bookshelf,7,5870.2,964.31
ORD-2024-00299,2024-07-27,Asia Pacific,Seoul,Technology,Monitor,6,2991.38,566.21
ORD-2024-00450,2024-07-28,Europe,Bavaria,Technology,Monitor,11,6695.47,1014.48
ORD-2024-00096,2024-07-29,North America,California,Technology,Wireless Router,8,8546.41,2042.2
ORD-2024-00481,2024-07-29,North America,California,Technology,Wireless Router,2,2827.63,425.3
ORD-2025-00855,2024-07-29,Europe,Lombardy,Technology,Wireless Router,3,3101.66,856.82
ORD-2025-00660,2024-07-29,Asia Pacific,Tokyo,Furniture,Bookshelf,4,3351.9,560.93
ORD-2025-00841,2024-07-30,Europe,Catalonia,Office Supplies,Pen Set,10,601.47,197.93
ORD-2024-00495,2024-07-30,North America,Texas,Technology,Tablet,9,11001.58,2724.94
ORD-2024-00342,2024-07-31,Middle East & Africa,Dubai,Technology,Monitor,11,17288.04,4052.11
ORD-2025-01114,2024-08-01,Europe,Catalonia,Technology,Smartphone,4,4143.71,1140.18
ORD-2024-00154,2024-08-02,Europe,Lombardy,Furniture,Office Chair,8,2187.79,415.42
ORD-2025-00796,2024-08-03,Middle East & Africa,Riyadh,Furniture,Cabinet,8,4277.63,678.66
ORD-2024-00271,2024-08-03,Europe,Catalonia,Technology,Tablet,1,690.35,137.69
ORD-2024-00419,2024-08-04,Middle East & Africa,Gauteng,Office Supplies,Notebook,11,571.79,124.53
ORD-2025-00638,2024-08-05,North America,New York,Office Supplies,Notebook,3,251.39,54.75
ORD-2024-00353,2024-08-06,Latin America,Santiago,Appliances,Microwave,9,1239.39,167.67
ORD-2025-00971,2024-08-06,North America,California,Office Supplies,Stapler,1,104.26,19.38
ORD-2024-00263,2024-08-07,Europe,Ile-de-France,Technology,Laptop,6,9492.73,1986.01
ORD-2024-00442,2024-08-07,Europe,Ile-de-France,Office Supplies,Printer Paper,6,360.96,92.87
ORD-2025-00802,2024-08-08,North America,California,Technology,Tablet,8,5996.44,-826.66
ORD-2024-00190,2024-08-08,Asia Pacific,New South Wales,Technology,Smartphone,8,4208.66,672.24
ORD-2025-00928,2024-08-08,North America,California,Office Supplies,Desk Organizer,11,419.37,147.14
ORD-2024-00307,2024-08-08,North America,Texas,Technology,Wireless Router,10,9419.22,2533.76
ORD-2024-00136,2024-08-10,Europe,Ile-de-France,Office Supplies,Desk Organizer,3,24.14,9.14
ORD-2025-00952,2024-08-10,North America,Florida,Office Supplies,Pen Set,5,423.09,83.93
ORD-2025-01155,2024-08-10,North America,Texas,Appliances,Microwave,3,973.32,95.47
ORD-2025-01105,2024-08-11,Asia Pacific,Tokyo,Office Supplies,Desk Organizer,2,114.93,21.79
ORD-2024-00226,2024-08-11,North America,Florida,Technology,Laptop,11,14743.67,2494.93
ORD-2025-01186,2024-08-12,Middle East & Africa,Nairobi,Appliances,Mini Fridge,5,3055.75,533.11
ORD-2024-00239,2024-08-13,Asia Pacific,Maharashtra,Technology,Wireless Router,4,2080.96,501.45
ORD-2024-00526,2024-08-14,North America,New York,Technology,Wireless Router,1,489.39,97.37
ORD-2024-00400,2024-08-14,North America,Florida,Technology,Tablet,11,17610.34,4793.62
ORD-2024-00333,2024-08-14,Latin America,Sao Paulo,Appliances,Vacuum Cleaner,5,1529.31,142.79
ORD-2025-01060,2024-08-15,Middle East & Africa,Dubai,Technology,Tablet,6,8271.14,1976.59
ORD-2025-00749,2024-08-16,North America,New York,Furniture,Conference Table,7,1970.13,286.34
ORD-2024-00088,2024-08-16,Asia Pacific,Seoul,Technology,Laptop,10,14365.18,-2932.93
ORD-2025-01014,2024-08-17,Europe,Lombardy,Technology,Smartphone,1,1616.49,347.38
ORD-2025-01034,2024-08-17,North America,Texas,Technology,Monitor,10,16036.65,2436.58
ORD-2025-00748,2024-08-17,North America,New York,Technology,Wireless Router,8,7203.3,900.58
ORD-2024-00447,2024-08-17,Latin America,Buenos Aires,Technology,Smartphone,10,7901.76,-2160.69
ORD-2025-00799,2024-08-18,North America,New York,Appliances,Coffee Maker,10,3394.41,647.91
ORD-2024-00368,2024-08-18,Europe,Catalonia,Furniture,Desk,4,2090.14,352.13
ORD-2024-00309,2024-08-18,Asia Pacific,Seoul,Furniture,Office Chair,2,855.24,84.72
ORD-2025-01177,2024-08-19,North America,New York,Furniture,Office Chair,5,2879.23,236.38
ORD-2024-00338,2024-08-19,Asia Pacific,New South Wales,Appliances,Coffee Maker,5,2646.99,229.95
ORD-2025-00988,2024-08-19,North America,Texas,Office Supplies,Printer Paper,8,540.51,188.11
ORD-2025-00968,2024-08-19,Europe,Bavaria,Technology,Monitor,9,5856.2,1491.31
ORD-2024-00554,2024-08-20,Latin America,Buenos Aires,Technology,Wireless Router,3,3228.95,636.77
ORD-2024-00525,2024-08-20,Latin America,Bogota,Office Supplies,Notebook,10,573.27,179.57
ORD-2024-00167,2024-08-22,Asia Pacific,Maharashtra,Office Supplies,Notebook,4,337.95,122.05
ORD-2024-00321,2024-08-22,Latin America,Bogota,Technology,Tablet,4,2195.12,470.63
ORD-2024-00595,2024-08-22,North America,California,Furniture,Bookshelf,11,1616.88,138.71
ORD-2024-00403,2024-08-22,Asia Pacific,New South Wales,Technology,Smartphone,10,16722.81,2749.26
ORD-2025-00607,2024-08-24,Latin America,Sao Paulo,Furniture,Cabinet,7,2254.97,167.04
ORD-2024-00066,2024-08-26,Europe,Lombardy,Furniture,Conference Table,3,1709.5,173.09
ORD-2025-00632,2024-08-27,North America,New York,Technology,Smartphone,9,11994.0,3030.99
ORD-2025-00646,2024-08-28,Middle East & Africa,Cairo,Technology,Laptop,2,3024.8,-720.51
ORD-2025-01095,2024-08-28,Europe,Catalonia,Office Supplies,Printer Paper,3,313.03,118.46
ORD-2024-00077,2024-08-29,Europe,Ile-de-France,Technology,Monitor,4,4387.03,852.61
ORD-2024-00254,2024-08-29,Latin America,Santiago,Furniture,Office Chair,1,648.87,125.01
ORD-2024-00294,2024-08-30,Asia Pacific,Seoul,Office Supplies,Notebook,11,616.46,184.43
ORD-2025-01145,2024-08-30,Europe,Catalonia,Furniture,Office Chair,9,6359.07,1140.61
ORD-2025-01069,2024-08-31,North America,California,Office Supplies,Stapler,10,199.67,58.75
ORD-2025-00738,2024-08-31,Europe,Bavaria,Technology,Laptop,4,5088.84,825.17
ORD-2024-00169,2024-09-01,Asia Pacific,Singapore,Appliances,Vacuum Cleaner,2,873.56,200.28
ORD-2024-00487,2024-09-01,North America,New York,Technology,Wireless Router,11,15500.32,2231.63
ORD-2025-01030,2024-09-01,Europe,Bavaria,Furniture,Cabinet,1,483.25,101.57
ORD-2024-00371,2024-09-02,Europe,Catalonia,Appliances,Coffee Maker,6,3423.18,748.32
ORD-2025-00627,2024-09-04,Asia Pacific,Tokyo,Technology,Wireless Router,4,2176.74,474.83
ORD-2024-00199,2024-09-04,North America,New York,Technology,Smartphone,4,3988.11,1022.63
ORD-2025-01176,2024-09-04,Middle East & Africa,Nairobi,Appliances,Mini Fridge,7,2094.3,-344.38
ORD-2025-01142,2024-09-04,North America,Ontario,Furniture,Office Chair,4,3058.71,466.54
ORD-2025-01160,2024-09-05,North America,New York,Technology,Tablet,5,2911.06,653.15
ORD-2025-00991,2024-09-07,Europe,Catalonia,Office Supplies,Notebook,4,282.52,71.47
ORD-2024-00197,2024-09-07,Latin America,Sao Paulo,Technology,Tablet,5,4606.85,1272.62
ORD-2024-00268,2024-09-10,Asia Pacific,Seoul,Technology,Laptop,2,2322.73,526.26
ORD-2024-00139,2024-09-11,Europe,Catalonia,Appliances,Microwave,1,481.39,46.04
ORD-2025-00979,2024-09-13,Europe,England,Technology,Smartphone,1,1161.92,206.86
ORD-2024-00044,2024-09-16,Europe,Bavaria,Technology,Laptop,3,1963.74,419.21
ORD-2024-00521,2024-09-18,North America,Florida,Furniture,Bookshelf,9,1852.73,233.19
ORD-2025-00765,2024-09-20,Europe,England,Furniture,Cabinet,6,3898.67,500.54
ORD-2025-00998,2024-09-20,Middle East & Africa,Cairo,Appliances,Mini Fridge,3,1148.97,198.07
ORD-2024-00194,2024-09-21,North America,Ontario,Technology,Laptop,11,4849.98,1235.89
ORD-2024-00301,2024-09-22,Europe,Bavaria,Office Supplies,Pen Set,5,461.13,143.95
ORD-2025-01052,2024-09-23,Asia Pacific,Tokyo,Office Supplies,Stapler,10,1007.44,342.38
ORD-2024-00053,2024-09-23,Asia Pacific,Maharashtra,Office Supplies,Stapler,10,1039.46,319.95
ORD-2025-00746,2024-09-23,Asia Pacific,Singapore,Furniture,Office Chair,10,2042.87,281.42
ORD-2024-00201,2024-09-24,Asia Pacific,Tokyo,Office Supplies,Printer Paper,10,732.92,-236.53
ORD-2025-00630,2024-09-24,Europe,Catalonia,Technology,Tablet,1,1284.8,162.64
ORD-2025-01138,2024-09-24,North America,Texas,Office Supplies,Printer Paper,2,167.89,49.94
ORD-2024-00063,2024-09-25,Middle East & Africa,Cairo,Office Supplies,Notebook,6,312.09,94.27
ORD-2024-00393,2024-09-25,Latin America,Bogota,Appliances,Microwave,5,1255.46,-196.87
ORD-2025-00628,2024-09-25,Europe,Bavaria,Technology,Smartphone,7,11522.07,1721.74
ORD-2025-01151,2024-09-27,Latin America,Santiago,Office Supplies,Desk Organizer,9,413.27,139.91
ORD-2024-00068,2024-09-27,Latin America,Santiago,Technology,Monitor,9,5056.48,1414.69
ORD-2025-00909,2024-09-28,Asia Pacific,Tokyo,Technology,Monitor,2,2624.3,401.45
ORD-2024-00332,2024-09-28,Latin America,Bogota,Office Supplies,Pen Set,4,115.83,33.52
ORD-2024-00022,2024-09-28,North America,New York,Furniture,Cabinet,8,1681.77,138.09
ORD-2025-01044,2024-09-29,Middle East & Africa,Gauteng,Technology,Smartphone,7,9640.04,2643.82
ORD-2024-00576,2024-09-30,Middle East & Africa,Nairobi,Technology,Laptop,9,12624.3,3374.02
ORD-2024-00374,2024-09-30,Asia Pacific,Maharashtra,Office Supplies,Desk Organizer,1,95.65,34.57
ORD-2024-00498,2024-09-30,Latin America,Sao Paulo,Appliances,Vacuum Cleaner,2,1093.52,170.42
ORD-2025-00913,2024-10-02,Latin America,Bogota,Office Supplies,Desk Organizer,9,115.74,35.7
ORD-2025-00770,2024-10-02,Asia Pacific,Maharashtra,Office Supplies,Pen Set,10,137.36,44.06
ORD-2024-00379,2024-10-04,Asia Pacific,Seoul,Technology,Smartphone,5,5720.47,858.4
ORD-2025-00634,2024-10-04,Asia Pacific,New South Wales,Technology,Tablet,11,15471.77,3468.01
ORD-2024-00188,2024-10-05,Asia Pacific,Seoul,Technology,Smartphone,10,9961.22,1438.7
ORD-2025-01159,2024-10-07,North America,Florida,Furniture,Cabinet,11,1859.46,369.27
ORD-2025-01017,2024-10-07,Europe,Lombardy,Technology,Monitor,2,1455.49,337.23
ORD-2025-00758,2024-10-07,Asia Pacific,Maharashtra,Technology,Smartphone,9,6775.73,907.01
ORD-2025-00614,2024-10-08,Asia Pacific,Singapore,Furniture,Cabinet,3,686.89,91.68
ORD-2024-00094,2024-10-10,Asia Pacific,Tokyo,Furniture,Cabinet,3,1627.47,164.68
ORD-2025-01066,2024-10-10,Europe,England,Office Supplies,Printer Paper,6,76.06,20.64
ORD-2025-00809,2024-10-12,Europe,Catalonia,Technology,Wireless Router,10,7672.47,1910.41
ORD-2025-01094,2024-10-13,North America,Florida,Furniture,Office Chair,2,606.11,56.97
ORD-2025-01173,2024-10-13,Asia Pacific,New South Wales,Furniture,Cabinet,2,1341.13,201.71
ORD-2024-00552,2024-10-14,North America,Florida,Appliances,Air Purifier,9,3736.59,377.37
ORD-2024-00440,2024-10-17,Europe,Lombardy,Appliances,Vacuum Cleaner,7,1671.48,169.42
ORD-2025-01168,2024-10-18,Asia Pacific,Singapore,Office Supplies,Printer Paper,4,452.49,136.27
ORD-2025-00957,2024-10-19,North America,Texas,Technology,Laptop,8,10233.04,1556.21
ORD-2024-00027,2024-10-21,Europe,Bavaria,Technology,Laptop,8,10894.55,1860.18
ORD-2024-00585,2024-10-22,Middle East & Africa,Nairobi,Technology,Smartphone,9,7159.4,1584.35
ORD-2025-00942,2024-10-22,North America,California,Furniture,Conference Table,5,4281.37,897.51
ORD-2025-00687,2024-10-24,North America,California,Appliances,Coffee Maker,5,2792.21,394.24
ORD-2025-01131,2024-10-24,North America,Texas,Office Supplies,Desk Organizer,9,384.03,96.82
ORD-2024-00164,2024-10-24,Asia Pacific,New South Wales,Office Supplies,Printer Paper,1,61.67,22.47
ORD-2025-00962,2024-10-25,Middle East & Africa,Cairo,Technology,Monitor,2,2400.52,384.35
ORD-2024-00144,2024-10-25,North America,California,Office Supplies,Printer Paper,11,919.29,326.66
ORD-2024-00163,2024-10-26,Europe,England,Furniture,Conference Table,6,3588.99,497.76
ORD-2024-00373,2024-10-26,North America,Texas,Appliances,Mini Fridge,8,3981.21,366.13
ORD-2024-00065,2024-10-27,North America,New York,Appliances,Vacuum Cleaner,4,2472.26,500.25
ORD-2025-00907,2024-10-27,Latin America,Mexico City,Technology,Smartphone,7,9841.76,1582.2
ORD-2024-00496,2024-10-28,Latin America,Santiago,Technology,Tablet,7,11678.39,2996.46
ORD-2025-00960,2024-10-28,Europe,Ile-de-France,Office Supplies,Printer Paper,9,312.45,79.96
ORD-2024-00248,2024-10-30,Latin America,Mexico City,Office Supplies,Desk Organizer,6,406.25,95.32
ORD-2025-01191,2024-10-30,Asia Pacific,Maharashtra,Technology,Tablet,6,4559.3,-1013.29
ORD-2025-01043,2024-10-30,Latin America,Bogota,Appliances,Vacuum Cleaner,2,243.59,52.34
ORD-2025-00624,2024-10-31,Latin America,Santiago,Furniture,Cabinet,9,4960.26,438.71
ORD-2024-00425,2024-10-31,North America,New York,Appliances,Vacuum Cleaner,5,1879.3,439.07
ORD-2024-00572,2024-10-31,Europe,Bavaria,Appliances,Coffee Maker,10,1369.59,-195.87
ORD-2024-00275,2024-11-01,Middle East & Africa,Gauteng,Furniture,Desk,6,1742.67,215.13
ORD-2025-00972,2024-11-01,Asia Pacific,Seoul,Technology,Monitor,4,3090.0,719.91
ORD-2024-00165,2024-11-01,Europe,Lombardy,Furniture,Cabinet,7,1804.56,108.44
ORD-2025-01079,2024-11-01,North America,New York,Technology,Monitor,2,2942.64,506.9
ORD-2025-00929,2024-11-01,Middle East & Africa,Dubai,Technology,Smartphone,1,837.45,105.4
ORD-2025-00732,2024-11-02,North America,California,Technology,Monitor,9,9110.77,1601.49
ORD-2024-00464,2024-11-02,North America,Ontario,Technology,Wireless Router,5,6293.11,912.49
ORD-2025-01185,2024-11-03,Middle East & Africa,Cairo,Appliances,Air Purifier,2,922.45,168.71
ORD-2025-00777,2024-11-05,Europe,Catalonia,Office Supplies,Pen Set,5,74.93,15.2
ORD-2025-01059,2024-11-06,North America,Ontario,Appliances,Coffee Maker,9,1838.8,149.3
ORD-2024-00500,2024-11-07,North America,New York,Office Supplies,Notebook,11,1016.55,288.62
ORD-2025-00954,2024-11-08,North America,Ontario,Office Supplies,Pen Set,10,374.86,131.11
ORD-2024-00547,2024-11-09,Asia Pacific,New South Wales,Furniture,Bookshelf,3,2169.33,284.4
ORD-2025-01153,2024-11-10,North America,Ontario,Technology,Tablet,9,8175.24,1596.91
ORD-2024-00238,2024-11-11,North America,Texas,Office Supplies,Desk Organizer,10,310.77,56.47
ORD-2025-00795,2024-11-11,Europe,Ile-de-France,Technology,Wireless Router,7,4971.38,877.14
ORD-2025-00994,2024-11-11,Europe,Ile-de-France,Office Supplies,Desk Organizer,5,455.71,146.11
ORD-2024-00473,2024-11-11,Europe,England,Technology,Tablet,1,993.0,124.12
ORD-2024-00005,2024-11-12,Middle East & Africa,Cairo,Technology,Wireless Router,1,460.62,105.04
ORD-2025-00621,2024-11-12,Europe,Catalonia,Technology,Laptop,1,1443.0,312.17
ORD-2024-00155,2024-11-13,Asia Pacific,Maharashtra,Appliances,Coffee Maker,2,1113.92,119.26
ORD-2025-00633,2024-11-13,Europe,Catalonia,Appliances,Coffee Maker,8,1776.16,347.68
ORD-2025-01100,2024-11-13,Asia Pacific,Maharashtra,Office Supplies,Printer Paper,7,656.68,-222.92
ORD-2024-00435,2024-11-13,North America,Texas,Furniture,Cabinet,8,1374.82,88.7
ORD-2024-00407,2024-11-13,Asia Pacific,Tokyo,Furniture,Desk,3,2170.6,203.24
ORD-2024-00354,2024-11-14,Latin America,Buenos Aires,Furniture,Office Chair,11,5534.24,765.03
ORD-2024-00091,2024-11-14,Europe,Bavaria,Technology,Laptop,9,10347.63,1918.32
ORD-2024-00140,2024-11-15,North America,Texas,Technology,Tablet,6,4920.93,1305.11
ORD-2024-00082,2024-11-15,North America,Florida,Furniture,Desk,9,6520.41,793.27
ORD-2025-01039,2024-11-15,Europe,England,Furniture,Cabinet,7,3773.95,489.08
ORD-2025-00756,2024-11-16,Asia Pacific,New South Wales,Furniture,Desk,10,1739.57,114.77
ORD-2024-00004,2024-11-16,Europe,England,Appliances,Air Purifier,5,2369.65,400.17
ORD-2024-00298,2024-11-16,Latin America,Santiago,Office Supplies,Printer Paper,3,164.29,56.73
ORD-2024-00121,2024-11-17,Asia Pacific,Seoul,Technology,Wireless Router,7,10182.57,2421.94
ORD-2024-00285,2024-11-18,North America,Florida,Furniture,Desk,1,310.67,27.66
ORD-2025-00800,2024-11-19,Latin America,Santiago,Appliances,Mini Fridge,4,800.12,75.96
ORD-2025-00935,2024-11-19,Middle East & Africa,Nairobi,Technology,Monitor,5,8071.02,1927.01
ORD-2024-00030,2024-11-20,Asia Pacific,New South Wales,Technology,Monitor,1,1146.65,259.35
ORD-2024-00047,2024-11-21,North America,Ontario,Appliances,Mini Fridge,7,1806.15,216.28
ORD-2025-00689,2024-11-21,North America,Texas,Office Supplies,Desk Organizer,4,225.48,56.75
ORD-2024-00267,2024-11-22,Middle East & Africa,Cairo,Furniture,Office Chair,11,8807.12,1468.88
ORD-2025-00869,2024-11-22,Middle East & Africa,Cairo,Office Supplies,Pen Set,1,97.11,24.91
ORD-2024-00186,2024-11-22,Middle East & Africa,Gauteng,Technology,Tablet,1,1252.4,164.56
ORD-2024-00219,2024-11-22,Latin America,Mexico City,Technology,Laptop,11,11836.29,1535.18
ORD-2025-00923,2024-11-22,Europe,England,Office Supplies,Desk Organizer,11,99.59,24.93
ORD-2025-01184,2024-11-23,North America,New York,Technology,Smartphone,11,12691.74,2175.86
ORD-2025-01092,2024-11-23,North America,Ontario,Office Supplies,Printer Paper,3,221.55,54.43
ORD-2024-00214,2024-11-24,North America,California,Office Supplies,Notebook,2,223.05,48.45
ORD-2025-00883,2024-11-24,North America,Ontario,Office Supplies,Stapler,11,298.0,65.45
ORD-2025-01057,2024-11-24,Asia Pacific,Tokyo,Appliances,Air Purifier,6,926.92,195.89
ORD-2024-00020,2024-11-25,North America,Texas,Furniture,Desk,6,2123.37,392.6
ORD-2024-00031,2024-11-25,North America,California,Technology,Tablet,10,7554.34,1575.58
ORD-2025-00833,2024-11-27,Asia Pacific,New South Wales,Office Supplies,Desk Organizer,2,134.03,30.07
ORD-2024-00506,2024-11-27,Asia Pacific,New South Wales,Furniture,Bookshelf,3,2015.61,331.65
ORD-2025-00792,2024-11-28,North America,New York,Furniture,Bookshelf,2,410.4,57.83
ORD-2025-00871,2024-11-29,Middle East & Africa,Riyadh,Furniture,Desk,10,3340.08,556.1
ORD-2024-00222,2024-11-29,North America,New York,Furniture,Cabinet,8,6654.51,498.06
ORD-2024-00537,2024-11-29,North America,Florida,Office Supplies,Desk Organizer,11,212.55,74.37
ORD-2024-00205,2024-11-30,North America,Texas,Appliances,Mini Fridge,4,1387.06,180.78
ORD-2025-00905,2024-12-01,Europe,Catalonia,Appliances,Air Purifier,3,432.4,72.6
ORD-2024-00114,2024-12-01,Asia Pacific,Maharashtra,Technology,Tablet,9,11367.73,3089.92
ORD-2025-00916,2024-12-01,Middle East & Africa,Dubai,Appliances,Air Purifier,1,181.49,37.21
ORD-2025-00798,2024-12-01,Middle East & Africa,Nairobi,Appliances,Air Purifier,10,4102.79,445.1
ORD-2025-00647,2024-12-02,North America,Texas,Technology,Wireless Router,9,8335.0,1766.3
ORD-2024-00335,2024-12-02,Asia Pacific,New South Wales,Office Supplies,Notebook,5,517.77,119.62
ORD-2024-00176,2024-12-03,Europe,Lombardy,Technology,Wireless Router,3,3890.1,-839.9
ORD-2025-00939,2024-12-03,North America,Florida,Appliances,Microwave,7,1809.86,409.75
ORD-2024-00231,2024-12-04,Middle East & Africa,Gauteng,Technology,Smartphone,2,2131.59,384.28
ORD-2024-00073,2024-12-04,Europe,Bavaria,Office Supplies,Stapler,10,502.16,165.59
ORD-2025-00612,2024-12-04,Asia Pacific,New South Wales,Technology,Laptop,10,4535.05,1193.57
ORD-2024-00485,2024-12-04,Middle East & Africa,Nairobi,Office Supplies,Printer Paper,5,69.9,17.95
ORD-2025-00710,2024-12-06,Latin America,Buenos Aires,Technology,Tablet,6,2691.3,453.15
ORD-2024-00474,2024-12-07,Europe,Bavaria,Furniture,Cabinet,3,1509.38,205.03
ORD-2024-00277,2024-12-07,Asia Pacific,New South Wales,Furniture,Bookshelf,6,3237.54,438.83
ORD-2024-00054,2024-12-07,Middle East & Africa,Gauteng,Technology,Wireless Router,1,956.96,138.16
ORD-2025-01075,2024-12-07,North America,California,Furniture,Office Chair,1,412.55,-43.14
ORD-2024-00070,2024-12-09,North America,Ontario,Appliances,Air Purifier,8,1126.9,121.95
ORD-2025-01102,2024-12-09,North America,New York,Technology,Tablet,3,2867.64,617.56
ORD-2024-00367,2024-12-09,Asia Pacific,Seoul,Furniture,Conference Table,10,3768.38,296.1
ORD-2024-00109,2024-12-10,Latin America,Sao Paulo,Office Supplies,Desk Organizer,4,86.69,25.07
ORD-2024-00124,2024-12-10,Asia Pacific,Maharashtra,Office Supplies,Desk Organizer,2,90.1,18.87
ORD-2025-00974,2024-12-12,Middle East & Africa,Dubai,Technology,Smartphone,4,5133.6,-1160.35
ORD-2025-00944,2024-12-12,Europe,Catalonia,Furniture,Office Chair,6,1953.36,-402.08
ORD-2024-00290,2024-12-12,Latin America,Buenos Aires,Appliances,Air Purifier,2,1056.97,92.82
ORD-2024-00076,2024-12-13,North America,New York,Technology,Laptop,10,14748.41,3702.91
ORD-2024-00519,2024-12-13,North America,Texas,Technology,Monitor,9,9932.98,-2543.53
ORD-2025-00709,2024-12-13,Middle East & Africa,Cairo,Furniture,Office Chair,7,2171.18,407.46
ORD-2025-00973,2024-12-14,Europe,Ile-de-France,Technology,Wireless Router,8,7421.59,1584.16
ORD-2025-00785,2024-12-15,Asia Pacific,Maharashtra,Appliances,Microwave,9,5640.21,680.93
ORD-2025-00622,2024-12-15,Europe,Lombardy,Technology,Wireless Router,8,8912.82,2332.54
ORD-2025-01101,2024-12-16,Europe,England,Technology,Laptop,9,9650.12,-2520.0
ORD-2025-00768,2024-12-16,Europe,Ile-de-France,Technology,Wireless Router,6,5321.44,1071.07
